,Om0,w0,wa,H0
Om0,2815.761368111944,-150.28297685065414,-9.299031755341115,-13.52776389965889
w0,-150.28297685065414,658.6283604435846,39.619626782599134,43.551082459467374
wa,-9.299031755341115,39.619626782599134,11.275906634943514,2.384619590268686
H0,-13.527763899658886,43.551082459467374,2.384619590268686,4.210292387745364
